tweet_created_at,tweet_favorite_count,tweet_in_reply_to_user_id,tweet_retweet_count,user_created_at,user_default_profile,user_default_profile_image,user_favourites_count,user_followers_count,user_friends_count,user_geo_enabled,user_has_extended_profile,user_id,user_listed_count,user_location,user_statuses_count,user_name,user_screen_name
Fri Sep 07 11:00:13 +0000 2018,1,25073877 ,0,Tue Oct 06 22:01:08 +0000 2009,1,0,124747,502,710,1,1,80414409 ,13,"Eden Prairie, MN",22292,Phyllis Jackson,mngalal
Fri Sep 07 11:00:08 +0000 2018,0,25073877 ,0,Fri Mar 13 14:06:50 +0000 2009,0,0,1217,53,202,0,0,24175221 ,2,UK,796,El Joaqu铆n,joaquination
Fri Sep 07 10:59:35 +0000 2018,1,415859364 ,0,Sat Aug 30 21:07:31 +0000 2008,0,0,764,75,89,0,1,16058430 ,0,,985,CLESQ,Clesq
Fri Sep 07 10:59:16 +0000 2018,0,25073877 ,0,Sun Apr 07 16:13:52 +0000 2013,0,0,3385,60,191,1,0,1334478085 ,1,,3468,Sunshine Lollipops and Rainbows,kcinht
Fri Sep 07 10:59:14 +0000 2018,0,25073877 ,0,Fri Dec 08 17:24:04 +0000 2017,1,0,94,21,130,0,0,939183809072976000 ,1,,2541,VoiceOfReason,VoiceOfReasonRx
Fri Sep 07 10:58:59 +0000 2018,0,25073877 ,0,Thu Mar 15 22:01:13 +0000 2012,1,0,4502,164,616,0,1,525789261 ,0,"Cleveland Heights, OH",2823,Genie Webster,geniewebster
Fri Sep 07 10:58:53 +0000 2018,0,25073877 ,0,Wed Aug 30 06:39:53 +0000 2017,1,0,7,1,20,0,0,902782911660916000 ,0,,8,Aaron,Salt_Caesar
Fri Sep 07 10:58:48 +0000 2018,0,415859364 ,0,Sat Apr 25 23:54:18 +0000 2009,0,0,4797,5831,1115,1,1,35345943 ,59,"New York, NY",34907,岽瑟s岽岽ü 岽ü纱岽岽üs岽纱,MisterAndersonK
Fri Sep 07 10:58:26 +0000 2018,0,25073877 ,0,Sat Aug 04 18:41:36 +0000 2018,0,0,3140,52,71,0,0,1025814023206510000 ,0,"Olympia, WA",398,B.A.Baracus - A Team,BaracusTeam
Fri Sep 07 10:58:26 +0000 2018,744,25073877 ,58,Wed Jun 22 03:23:57 +0000 2011,0,0,40049,114411,122316,0,1,321774180 ,1170,United States,29978,伙吼 Christopher Zullo,ChrisJZullo
Fri Sep 07 10:57:44 +0000 2018,4,28785486 ,0,Wed May 27 01:44:13 +0000 2009,1,0,17874,431,604,1,0,42784134 ,82,,17685,PieterIdenburg,MRPIE314
Fri Sep 07 10:55:40 +0000 2018,0,6484132 ,0,Thu May 11 14:44:53 +0000 2017,1,0,95,9,53,0,1,862679909541568000 ,0,"Pennsylvania, USA",35,Samantha Lattieri,Sammie_SQL
Fri Sep 07 10:54:02 +0000 2018,0,861246117689925000 ,0,Fri Jun 27 02:41:54 +0000 2014,1,0,7060,626,570,0,0,2590620510 ,34,MAGA City,13818,D.C. Bozos庐,536Clowns
Fri Sep 07 10:51:30 +0000 2018,3,15745368 ,0,Tue Dec 12 23:46:01 +0000 2017,1,0,10796,379,1291,0,0,940729484902326000 ,2,,3195,Eve Duffy,EveDuff56240826
Fri Sep 07 10:50:35 +0000 2018,0,45055696 ,0,Wed Apr 24 23:00:42 +0000 2013,1,1,6365,38,59,0,0,1378190389 ,0,,4685,Y Pitts,yppitts
Fri Sep 07 10:47:40 +0000 2018,0,45055696 ,0,Wed Aug 26 13:19:38 +0000 2015,1,0,972,32,120,1,0,3348729014 ,0,"Irving, TX",1325,Tee Jay,theresa457501
Fri Sep 07 10:45:44 +0000 2018,0,34756550 ,0,Mon Feb 20 07:44:02 +0000 2017,1,0,11219,3693,4650,1,0,833582970208448000 ,0,"Charlotte, NC",6180,Nancy Gentry,NancyGentry1812
Fri Sep 07 10:39:33 +0000 2018,0,415859364 ,0,Wed Aug 19 23:34:20 +0000 2009,0,0,702,410,343,1,1,67160296 ,6,Igloo,46122,unidentified black male,dammitdame
Fri Sep 07 10:37:45 +0000 2018,0,415859364 ,0,Wed Dec 24 20:05:13 +0000 2014,1,0,166,12,55,0,1,2939966194 ,0,"Portsmouth, Virginia ",43,Jennifer Lewis,jen_lewis35
Fri Sep 07 10:36:37 +0000 2018,2,18604137 ,0,Fri Jun 27 02:41:54 +0000 2014,1,0,7060,626,570,0,0,2590620510 ,34,MAGA City,13818,D.C. Bozos庐,536Clowns
Fri Sep 07 10:35:15 +0000 2018,0,25073877 ,0,Thu Jun 18 13:23:21 +0000 2009,0,0,15002,2214,1961,0,0,48347194 ,11,NO LIST,51871,Mrs D ,Mrs_Cldh
Fri Sep 07 10:33:51 +0000 2018,0,2352142008 ,0,Wed Jan 09 19:59:24 +0000 2013,1,0,215,284,175,0,0,1074746797 ,3,New York,272,Andrew Skurow,AndySkurow
Fri Sep 07 10:30:22 +0000 2018,0,25073877 ,0,Sun Apr 04 08:51:24 +0000 2010,0,0,251,19,18,1,1,129443693 ,1,"Wien, sterreich",812,Christian,CE_Spring
Fri Sep 07 10:26:54 +0000 2018,0,25073877 ,0,Tue Jun 08 23:20:53 +0000 2010,0,0,6100,370,893,1,1,153587605 ,6,"Bridgeport, CT",11109,Cher ,socialcontraire
Fri Sep 07 10:24:55 +0000 2018,0,724954296605917000 ,0,Sat Oct 01 17:26:59 +0000 2011,1,0,2599,70,226,1,1,383320640 ,0,"San Antonio, TX",2861,Debbie,dfowler0818
Fri Sep 07 10:21:37 +0000 2018,0,1209083227 ,0,Fri Feb 22 16:07:24 +0000 2013,0,0,302,637,1476,1,0,1209083227 ,3,lagos,1952,okoye dominic chisom,ipallynic
Fri Sep 07 10:19:54 +0000 2018,0,926056183118663000 ,0,Sat Jun 27 18:16:48 +0000 2009,0,0,240,53,188,1,0,51510014 ,1,Hemel,1614,Tim Kidd,TimKidd01
Fri Sep 07 10:18:54 +0000 2018,0,372563164 ,0,Sun Dec 13 05:51:46 +0000 2009,1,0,10321,670,2043,1,1,96495458 ,8,"Gresham, OR",2408,Joe Pierson,cpierson8
Fri Sep 07 10:18:29 +0000 2018,0,139162440 ,0,Wed Feb 18 05:42:31 +0000 2009,0,0,36439,272,760,0,1,21172820 ,8,"Franklin, IN",11977,Sally Meyer Cummings,scummings929
Fri Sep 07 10:17:56 +0000 2018,0,2797681808 ,0,Wed Jan 25 16:46:08 +0000 2012,1,0,909,87,180,1,0,474080420 ,3,East London,3499,Liam,ImNotSuperMan96
Fri Sep 07 10:15:49 +0000 2018,0,25073877 ,0,Sat Feb 08 03:23:57 +0000 2014,1,0,35,8,33,1,1,2332778826 ,1,Earth,195,Blueeyes Fornal,adnerb1015
Fri Sep 07 10:09:10 +0000 2018,0,14276135 ,0,Fri Jun 27 02:41:54 +0000 2014,1,0,7060,626,570,0,0,2590620510 ,34,MAGA City,13818,D.C. Bozos庐,536Clowns
Fri Sep 07 10:06:27 +0000 2018,0,17849018 ,0,Thu Oct 06 20:46:01 +0000 2011,1,0,281,56,121,0,0,386196986 ,9,,1005,marjorie harris,marjorieharris3
Fri Sep 07 10:05:47 +0000 2018,0,3078134492 ,0,Wed Sep 28 20:39:00 +0000 2016,1,0,1100,102,334,0,0,781231759027343000 ,0,"Los Angeles, CA",690,Deborah Chase,DebChase_Music
Fri Sep 07 10:04:57 +0000 2018,0,374914210 ,0,Thu May 11 13:01:55 +0000 2017,1,1,157,10,112,0,0,862653998385565000 ,0,,43,Adeyinka Asher,AdeyinkaAsher
Fri Sep 07 10:04:56 +0000 2018,9,135271053 ,2,Fri Apr 21 14:29:05 +0000 2017,1,0,95269,1673,1545,1,0,855428178298511000 ,8,United States,40975,Lisa Lamb,LisaLamb8493707
Fri Sep 07 10:04:15 +0000 2018,0,25073877 ,0,Mon Apr 27 04:36:59 +0000 2009,0,0,10462,1967,2180,1,0,35671627 ,17,"Crystal River, FL",8968,Michelle MAGA Super Elite ,litehearted101
Fri Sep 07 10:03:35 +0000 2018,0,25073877 ,0,Sat Feb 04 13:36:36 +0000 2017,1,0,7916,72,242,0,1,827873493479878000 ,1,,8558,Zachary Durren,ZacharyDurren
Fri Sep 07 10:03:15 +0000 2018,0,862980542 ,0,Mon Feb 25 16:59:03 +0000 2013,1,0,20,98,679,0,1,1219309332 ,0,,51,T M Maina,tmcmaina15
Fri Sep 07 10:03:06 +0000 2018,0,26589987 ,0,Thu Mar 10 20:20:00 +0000 2011,0,0,484,62,445,1,0,263822304 ,3,"Brooklyn, New York",613,Brenda Baldwin,queenbeeba49
Fri Sep 07 10:00:40 +0000 2018,0,2159460983 ,0,Mon Jun 04 23:49:33 +0000 2012,1,0,586,77,100,0,0,599661470 ,0,,403,Brianna DeShaye,BDeShaye
Fri Sep 07 09:59:25 +0000 2018,0,44196397 ,0,Fri Apr 01 15:15:35 +0000 2011,1,0,3536,453,670,1,0,275574656 ,38,Jozi/FCB/Floor1,17124,Zee,dose_of_zee
Fri Sep 07 09:58:54 +0000 2018,0,3100080881 ,0,Tue Nov 10 14:46:12 +0000 2015,1,0,10540,236,176,0,0,4191273554 ,16,,4576,Deb Pierce,DeborahCompass
Fri Sep 07 09:57:05 +0000 2018,0,415859364 ,0,Sat Jun 28 14:16:05 +0000 2014,1,0,14,32,156,1,0,2593142172 ,2,"Douala, Cameroon",215,stephane curry,stephane_talla
Fri Sep 07 09:49:25 +0000 2018,0,415859364 ,0,Thu Oct 25 21:16:10 +0000 2012,1,0,858,79,300,1,0,904689884 ,0,,835,Ricky,shaunebanks65
Fri Sep 07 09:47:53 +0000 2018,0,3026514116 ,1,Tue Jun 19 10:42:00 +0000 2012,0,0,5465,5163,4165,1,1,612459775 ,11,Kenya +254,9880,垄伪 垄薪伪垄薪伪,_moses_chacha
Fri Sep 07 09:47:34 +0000 2018,0,53817066 ,0,Sun Aug 31 08:48:07 +0000 2014,1,0,357,9,61,0,0,2756924974 ,0,,80,Olufunmi okeowo,olu_layo
Fri Sep 07 09:45:01 +0000 2018,0,294608896 ,0,Wed Oct 10 11:45:14 +0000 2012,1,0,231,19,121,1,1,871614474 ,0,,304,Quentin Brown,BxDudeQB33
Fri Sep 07 09:42:49 +0000 2018,6,415859364 ,0,Tue Jan 10 14:55:45 +0000 2012,1,0,360,81,118,0,0,460238347 ,4,Johannesburg; South Africa ,218,Gebisa Ledwaba,GebisaL
Fri Sep 07 09:41:40 +0000 2018,0,18839937 ,0,Wed Jul 21 04:29:10 +0000 2010,0,0,3565,90,442,1,0,168945542 ,3,"Houston, TX",2093,Nathan Patel,nathanpatel
Fri Sep 07 09:40:14 +0000 2018,2,15012486 ,0,Tue Jun 23 18:40:33 +0000 2015,1,0,6137,471,314,1,0,3342947865 ,41," Coconut Grove, FL ",9232,Marion Chase,Marion1776Rocks
Fri Sep 07 09:39:45 +0000 2018,0,1339835893 ,0,Tue Apr 29 03:52:25 +0000 2014,0,0,2852,81,197,0,0,2468688206 ,0,,1074,theweath,theweath
Fri Sep 07 09:39:39 +0000 2018,2,28785486 ,0,Wed Jan 11 21:19:51 +0000 2017,1,0,13668,664,1027,0,0,819292762168135000 ,2,,11152,GeosGirl烩üü锔锔üü锔じü锔,DeniseGundelfi1
Fri Sep 07 09:38:48 +0000 2018,0,415859364 ,0,Sat Feb 11 11:52:13 +0000 2017,1,0,19427,157,304,0,0,830383937339916000 ,0,,12145,Little Grey Rabbit,LittleGreyRab
Fri Sep 07 09:34:29 +0000 2018,1,2535665890 ,0,Wed May 02 14:45:04 +0000 2012,1,0,3519,361,255,1,0,569158670 ,9,Nigeria,20387,Akinwande Soji-Ojo 庐,KingAkinwande
Fri Sep 07 09:33:29 +0000 2018,0,415859364 ,0,Tue Feb 21 13:21:22 +0000 2017,0,0,1455,1723,612,0,1,834030251080552000 ,15,"Paris, France",622,Chlo茅 Mounier-Vehier,chlomoun
Fri Sep 07 09:31:18 +0000 2018,2,1027971788842510000 ,0,Tue Apr 29 03:52:25 +0000 2014,0,0,2852,81,197,0,0,2468688206 ,0,,1074,theweath,theweath
Fri Sep 07 09:28:37 +0000 2018,0,3131571353 ,0,Fri Apr 03 11:59:37 +0000 2015,0,0,9602,1338,756,1,0,3131571353 ,125,"Loughborough, England",28603,#PhDMum,WakandanAcad
Fri Sep 07 09:28:33 +0000 2018,0,902114417134862000 ,0,Tue Jan 11 10:04:23 +0000 2011,0,0,11623,1326,1413,1,0,236770537 ,155,"Canberra, Australia",22479,Marion Rae,Mazzaphrenia
Fri Sep 07 09:20:01 +0000 2018,0,415859364 ,0,Tue Jan 23 04:05:37 +0000 2018,1,0,2435,90,693,0,0,955652718017896000 ,1,Earth and beyond,1432,AeroSpaceLover,donk_eric
Fri Sep 07 09:16:03 +0000 2018,0,822215679726100000 ,0,Thu Sep 24 19:18:54 +0000 2015,0,0,21999,2827,4946,0,0,3673372230 ,8,United States,34065,scout finch,spoutsmith
Fri Sep 07 09:12:36 +0000 2018,0,15513604 ,0,Mon Jul 04 20:22:18 +0000 2011,1,0,75,78,192,1,0,329277951 ,0,68131,2491,Joseph H. G.,Hankseph
Fri Sep 07 09:11:58 +0000 2018,0,868990748607295000 ,0,Mon Mar 23 14:14:14 +0000 2009,1,0,5056,219,468,0,1,26007420 ,1,"Stockport, England",979,clair christy,Clair_christy79
Fri Sep 07 09:11:36 +0000 2018,3,57348656 ,0,Wed Dec 23 02:20:17 +0000 2015,0,0,103,65,222,0,1,4573912582 ,1,,,Aneesah葛粳False,174
Fri Sep 07 09:09:29 +0000 2018,1,3145521540 ,0,Tue Jan 21 04:16:51 +0000 2014,0,0,140443,6156,5929,0,1,2302471952 ,108,Louisville KY,98791,Kap's Velvet Hammer,RavenNowKap4evr
Fri Sep 07 09:01:31 +0000 2018,0,45055696 ,0,Sun Nov 26 18:38:03 +0000 2017,1,0,500,8,17,1,0,934853775424147000 ,0,"DMV, USA",459,Raymond,Country_Snowman
Fri Sep 07 08:58:50 +0000 2018,1,21866939 ,0,Fri Aug 28 16:32:12 +0000 2009,1,0,738,411,1545,1,0,69630039 ,1,Barnsley,2486,Aaron Severn,AzSev
Fri Sep 07 08:56:27 +0000 2018,0,45055696 ,0,Thu Sep 14 10:41:43 +0000 2017,1,1,1310,4,25,0,0,908279588064821000 ,1,,732,Ari Bargolani,AriBargolani
Fri Sep 07 08:50:38 +0000 2018,0,869960944557768000 ,0,Wed May 31 16:57:07 +0000 2017,1,0,11,235,215,0,1,869960944557768000 ,0,,39,kAI kITSON,kaikitson
Fri Sep 07 08:49:24 +0000 2018,0,4429709805 ,0,Sun Apr 12 01:58:47 +0000 2009,1,0,16754,85,320,0,0,30576729 ,0,,6147,NY讲 DC  2GA,SandraMaz
Fri Sep 07 08:45:51 +0000 2018,0,1141498926 ,0,Sun Oct 11 14:21:27 +0000 2015,1,0,7071,140,109,0,0,3928343067 ,0,,484,Lifeofreilly44,Lifeofreilly442
Fri Sep 07 08:45:17 +0000 2018,1,98518941 ,1,Sat Jun 09 23:24:09 +0000 2012,0,0,8282,437,598,1,1,604009807 ,12,Bermuda Triangle ,25949,Zeena,Zeena_notXena
Fri Sep 07 08:44:39 +0000 2018,3,243738189 ,0,Fri Jun 09 18:45:05 +0000 2017,1,0,29488,374,257,0,1,873249609614737000 ,7,"Melbourne, Victoria",4012,Bibi Milewski,bibi_milewski
Fri Sep 07 08:44:04 +0000 2018,0,211145388 ,0,Tue Nov 02 13:07:41 +0000 2010,0,0,156,188,170,1,0,211145388 ,24,London,1118,Nandi G,NandiGur
Fri Sep 07 08:40:39 +0000 2018,4,759251 ,0,Mon May 28 08:44:21 +0000 2018,1,0,5916,215,572,0,0,1001021342785810000 ,0,,4579,TruthFearsNoQuestions911,SpeakTruth911
Fri Sep 07 08:33:56 +0000 2018,0,415859364 ,0,Mon Jan 09 18:32:59 +0000 2017,1,0,395,47,174,0,1,818525994877415000 ,0,"Austin, TX",1048,Femme LeFatale,femmelefatale
Fri Sep 07 08:28:11 +0000 2018,0,829712720542830000 ,0,Thu Feb 20 21:47:58 +0000 2014,1,0,26679,519,1670,0,0,2355289684 ,60,,38371,Hardey,Hardeyaddra
Fri Sep 07 08:21:02 +0000 2018,0,394103606 ,0,Fri Feb 27 08:22:04 +0000 2009,1,0,4,11,155,0,0,22120973 ,0,"Melbourne, Australia",44,Eu-Jene Teng,eujeneteng
Fri Sep 07 08:20:15 +0000 2018,0,27252380 ,0,Sun May 03 10:48:26 +0000 2015,1,0,20746,170,1907,0,1,3184019150 ,10,,none,C0DEED,
Fri Sep 07 08:19:25 +0000 2018,0,22628924 ,1,Thu Mar 03 16:16:09 +0000 2016,1,0,1860,113,393,1,0,705426544588628000 ,8,ire,4069,Ois铆n  Corr谩in,ZizzleTV
Fri Sep 07 08:15:43 +0000 2018,1,3073566797 ,0,Sun Oct 18 15:22:30 +0000 2009,0,0,1763,2122,743,1,1,83382572 ,45,Nigeria,64154,Vive Le Roi,0lukayode
Fri Sep 07 08:09:26 +0000 2018,0,415859364 ,0,Fri Apr 07 20:01:54 +0000 2017,0,0,1903,74,404,0,1,850438503896842000 ,0,"Amsterdam, Netherlands",564,cmo photography,cmophotoart
Fri Sep 07 08:06:58 +0000 2018,1,885564911979507000 ,0,Sun Jan 01 02:23:35 +0000 2017,1,0,267197,12274,12978,0,0,815382934974668000 ,13,,153703,J Klingensmith,klingensmith_j
Fri Sep 07 08:06:29 +0000 2018,0,16560657 ,0,Sat Mar 17 23:21:14 +0000 2012,1,0,42763,290,265,0,0,527933187 ,20,Everywhere,26475,Denise Saunders,denisejsaunders
Fri Sep 07 08:03:44 +0000 2018,0,415859364 ,0,Thu Jun 07 18:18:40 +0000 2018,1,0,1476,414,1045,0,0,1004789757006820000 ,1,,3479,LadiesHoodJournal back Like @RealCandaceO,Facebookedgmai1
Fri Sep 07 08:03:15 +0000 2018,0,14190551 ,0,Wed Oct 28 10:39:54 +0000 2015,1,0,3079,109,115,0,0,4060080922 ,4,United Kingdom,4143,Ecosse Cables,EcosseCables
Fri Sep 07 07:56:54 +0000 2018,0,994835222935064000 ,0,Mon Jan 25 18:52:25 +0000 2010,0,0,42,76,125,0,0,108372196 ,1,"South Africa,Durban",838,Nonto Khanyile,TheQueencess
Fri Sep 07 07:54:57 +0000 2018,0,29811489 ,0,Thu Jul 23 11:08:58 +0000 2009,0,0,1222,195,576,1,0,59428027 ,9,,1579,Ben Culton,BenCulton
Fri Sep 07 07:53:54 +0000 2018,0,756163467560779000 ,1,Tue Jan 31 13:40:15 +0000 2012,1,0,420,96,91,0,0,479525778 ,1,"Cape Town, South Africa",901,DoctoR.M,DOCTORM_MFENGU
Fri Sep 07 07:49:26 +0000 2018,0,2739838092 ,0,Sun Jan 31 20:25:14 +0000 2010,0,0,1324,92,265,1,0,110226819 ,1,The Devil has Texas,2331,Wranglerspaaaaaaace,lingeringreverb
Fri Sep 07 07:48:04 +0000 2018,0,195806875 ,0,Thu Apr 02 12:42:33 +0000 2009,0,0,109,240,1439,1,0,28329817 ,5,"N da Bay, FL",12243,Tae Babi,taebabi
Fri Sep 07 07:47:36 +0000 2018,1,66733019 ,0,Tue Aug 18 17:00:02 +0000 2009,0,0,4145,260,333,1,1,66733019 ,1,NY Bronx,7533,Finestz兵2,RafaelAntonioM
Fri Sep 07 07:42:23 +0000 2018,1,986960513052631000 ,0,Mon Sep 13 13:48:40 +0000 2010,0,0,1756,1586,1582,1,1,190253305 ,13,(one place at a time),22040,Olamide O.,olajideobe
Fri Sep 07 07:40:31 +0000 2018,0,415859364 ,1,Sat Jul 21 01:43:37 +0000 2012,1,0,6446,250,1371,1,0,708145375 ,1,United States,5678,Malina18,Csi4Law
Fri Sep 07 07:39:56 +0000 2018,2,45055696 ,0,Fri Apr 07 20:01:54 +0000 2017,0,0,1903,74,404,0,1,850438503896842000 ,0,"Amsterdam, Netherlands",564,cmo photography,cmophotoart
Fri Sep 07 07:39:30 +0000 2018,0,415859364 ,0,Sun Jun 14 19:28:55 +0000 2009,0,0,12155,898,476,1,1,47155605 ,70,Oklahoma,88187,Rebecca George,R_L_A_G
Fri Sep 07 07:34:16 +0000 2018,0,48393979 ,0,Thu Jun 18 16:01:30 +0000 2009,0,0,8238,1732,1595,0,1,48393979 ,3,"Miami,Fl",12913,Golden Money Team Music Group,agodgmt
Fri Sep 07 07:32:20 +0000 2018,1,48393979 ,0,Thu Jun 18 16:01:30 +0000 2009,0,0,8238,1732,1595,0,1,48393979 ,3,"Miami,Fl",12913,Golden Money Team Music Group,agodgmt
Fri Sep 07 07:31:08 +0000 2018,0,385033417 ,0,Tue Nov 30 18:07:31 +0000 2010,1,0,398,466,1213,1,0,221449249 ,28,"Lagos, Nigeria",3636,Olumide O.,Holumydhe
Fri Sep 07 07:30:12 +0000 2018,0,18698555 ,0,Thu Mar 04 12:35:50 +0000 2010,1,0,11627,98,109,0,0,119714977 ,3,Overseas,12527,Strong Citizen,FTPeVeVe
Fri Sep 07 07:28:28 +0000 2018,34,25073877 ,4,Thu Apr 09 03:18:27 +0000 2015,0,0,19237,1299,1131,1,0,3145521540 ,35,"Los Angeles, CA",28997,KCazares ,cazarespr
Fri Sep 07 07:21:42 +0000 2018,1,2315244392 ,0,Tue Mar 17 11:33:00 +0000 2009,0,0,2240,5227,1378,1,1,24869038 ,151,London/Exeter,17324,Dennis Hall,YellowtailFP
Fri Sep 07 07:15:37 +0000 2018,1,48393979 ,1,Thu Jun 18 16:01:30 +0000 2009,0,0,8238,1732,1595,0,1,48393979 ,3,"Miami,Fl",12913,Golden Money Team Music Group,agodgmt
Fri Sep 07 07:13:48 +0000 2018,0,926941724814884000 ,0,Tue Nov 15 05:00:24 +0000 2016,1,0,378,38,41,0,0,798390167811883000 ,2,Middle of every where ,1762,Joel Stollar,gtojoel455
Fri Sep 07 07:13:44 +0000 2018,0,272398642 ,0,Mon Nov 23 02:21:19 +0000 2015,1,0,11892,457,522,0,1,4253984019 ,8,,7172,The [Saucy] RN,leiranettah
Fri Sep 07 07:13:25 +0000 2018,0,17448602 ,0,Mon Nov 17 19:53:46 +0000 2008,1,0,487,4,203,1,0,17448602 ,0,DIVIDED STATES OF 38%IGNORANTS,354,21LAVOE21,21LAVOE21
Fri Sep 07 07:12:40 +0000 2018,0,415859364 ,0,Fri Feb 25 22:46:10 +0000 2011,1,0,8691,60,99,0,0,257666519 ,5,,2890,funmi o.,oyin0
Fri Sep 07 07:08:37 +0000 2018,0,17329538 ,0,Thu Nov 11 06:51:16 +0000 2010,0,0,407,25,45,0,1,214366311 ,0,"Bulawayo, Zimbabwe",375,Chiedza Mawere,namandisa
Fri Sep 07 07:07:27 +0000 2018,0,58529612 ,1,Sun Mar 25 18:58:59 +0000 2018,1,0,121,5,107,0,1,977983200810029000 ,0,"Inglewood, CA",129,Kay Dee,Bruin24K
Fri Sep 07 07:06:15 +0000 2018,0,415859364 ,0,Thu Dec 16 08:07:08 +0000 2010,0,0,6064,116,79,1,0,227232217 ,5,"Portland, Oregon",11425,Tanida Williams,74lioness
Fri Sep 07 07:04:32 +0000 2018,2,2358609623 ,0,Fri Sep 26 23:20:04 +0000 2008,0,0,84732,28874,11761,0,0,16476911 ,2220,NO DM,305543,Shi,ShiCooks
Fri Sep 07 07:02:55 +0000 2018,4,22771961 ,2,Mon Feb 29 18:15:01 +0000 2016,0,0,10332,6680,5027,0,1,704369295128551000 ,7,,15846,Brazen Politics ,brazenpolitics
Fri Sep 07 07:02:08 +0000 2018,0,875045184 ,0,Mon Feb 29 21:28:55 +0000 2016,1,0,39417,2054,2641,1,1,704418090814058000 ,56,United States,40695,K A G,Truthful_Wolf
Fri Sep 07 07:02:06 +0000 2018,0,415859364 ,0,Thu Oct 15 07:46:51 +0000 2009,0,0,2077,124,612,1,1,82565066 ,4,"Mesa, Arizona",4270,Amanda Laursen,itsamandamarie
Fri Sep 07 06:56:59 +0000 2018,0,2458510246 ,1,Sat Feb 13 20:40:12 +0000 2016,0,0,8469,1733,1633,0,0,4905958269 ,8,United Kingdom,7677,edmond beale,serenelyjoyful
Fri Sep 07 06:56:08 +0000 2018,0,15414356 ,0,Mon Mar 23 04:15:27 +0000 2009,0,0,27328,661,573,1,1,25951060 ,22,"Canberra, Australia",10034,Chery Gladman (Great Australian Pods),cheryanne
Fri Sep 07 06:55:59 +0000 2018,1,20278758 ,0,Sat Dec 14 09:54:16 +0000 2013,0,0,3019,64,165,1,0,2245344494 ,10,,6445,Lavry,lavry84
Fri Sep 07 06:55:04 +0000 2018,1,820117450683519000 ,0,Thu Nov 06 17:50:56 +0000 2014,1,0,5086,1500,1944,0,0,2864184262 ,0,,1946,Carlos Rodriguez,Chuck_Rodriguez
Fri Sep 07 06:52:02 +0000 2018,0,1033063227742140000 ,0,Sun Aug 26 05:52:50 +0000 2018,1,0,136,6,79,0,1,1033593089728770000 ,0,Bay Area,229,theqball4,theqball4
Fri Sep 07 06:50:27 +0000 2018,4,1547461016 ,0,Mon May 15 07:24:38 +0000 2017,0,0,26975,2107,1221,0,0,864018668623020000 ,11,,8813,Simply Panda,GroyperStrong
Fri Sep 07 06:50:21 +0000 2018,4,48393979 ,2,Thu Jun 18 16:01:30 +0000 2009,0,0,8238,1732,1595,0,1,48393979 ,3,"Miami,Fl",12913,Golden Money Team Music Group,agodgmt
Fri Sep 07 06:49:00 +0000 2018,2,1034961912486800000 ,2,Mon May 01 14:53:11 +0000 2017,1,0,7220,1170,5002,0,1,859058121796276000 ,6,United States,9916,meaning of life,tlkarlm
Fri Sep 07 06:46:02 +0000 2018,0,4102875976 ,1,Fri Feb 02 05:57:24 +0000 2018,1,0,273,103,471,0,1,959304725916131000 ,0,"Magboro, Nigeria",305,Ayuba Mojoyinoluwa,Ayubmojoyin
Fri Sep 07 06:45:43 +0000 2018,0,21493639 ,0,Thu Aug 20 11:32:37 +0000 2009,0,0,218,167,272,1,0,67290729 ,1,The City of Broken Promises.,5844,Suleman Steele,Suleman_Steele
Fri Sep 07 06:44:52 +0000 2018,0,45055696 ,0,Sat May 16 07:49:12 +0000 2015,1,0,95,5,85,0,0,3259745489 ,0,,115,Max,maxyaj88
Fri Sep 07 06:43:30 +0000 2018,4,18827300 ,2,Tue Jan 21 04:16:51 +0000 2014,0,0,140443,6156,5929,0,1,2302471952 ,108,Louisville KY,98791,Kap's Velvet Hammer,RavenNowKap4evr
Fri Sep 07 06:39:56 +0000 2018,2,16211566 ,0,Mon Dec 22 04:06:17 +0000 2008,0,0,7370,16440,7319,1,1,18300176 ,1292,Office hours 7a-3p Online 28/7,47986,割drew Nystrom,adnys
Fri Sep 07 06:39:24 +0000 2018,0,27091468 ,0,Fri May 16 15:27:19 +0000 2014,0,0,7012,164,105,0,0,2499163831 ,0,Somewhere Sunny,2033,Charlotte,CharsPage
Fri Sep 07 06:37:21 +0000 2018,4,970713428296810000 ,1,Thu Oct 31 04:14:16 +0000 2013,1,0,44137,2915,4998,0,0,2161315426 ,40,Canada  ,15471,peaceonearth2018,saveusalll
Fri Sep 07 06:33:44 +0000 2018,0,18166778 ,0,Thu Apr 23 02:09:02 +0000 2009,1,0,31342,2824,4496,1,0,34492708 ,25,,19937,NC Deplorable,joasta
Fri Sep 07 06:33:26 +0000 2018,0,45055696 ,0,Tue May 12 04:32:52 +0000 2009,0,0,1024,76,149,1,0,39434231 ,1,"Hinckley, UK",2844,Gary Winter,HinckleyGaz
Fri Sep 07 06:31:24 +0000 2018,0,377845828 ,0,Thu Sep 22 06:23:32 +0000 2011,0,0,3960,278,374,1,1,377845828 ,5,"Los Angeles, CA",20609,Chubby Hoochie ,Yaya_duh
Fri Sep 07 06:27:47 +0000 2018,0,415859364 ,0,Fri Sep 07 04:55:31 +0000 2018,0,0,4,0,9,0,1,1037927319502020000 ,0,"Wichita, KS",4,scotankhamen,scotankhamen2
